Recording,First_label
0segment_data489,0
0segment_data490,0
0segment_data491,0
0segment_data492,0
0segment_data493,0
0segment_data494,0
0segment_data495,0
0segment_data496,0
0segment_data497,0
0segment_data498,0
0segment_data499,0
0segment_data500,0
0segment_data501,0
0segment_data502,0
0segment_data503,0
0segment_data504,0
0segment_data505,0
0segment_data506,0
0segment_data507,0
0segment_data508,0
0segment_data509,0
0segment_data510,0
0segment_data511,0
0segment_data512,0
0segment_data513,0
0segment_data514,0
0segment_data515,0
0segment_data516,0
0segment_data517,0
0segment_data518,0
0segment_data519,0
0segment_data520,0
0segment_data521,0
0segment_data522,0
0segment_data523,0
0segment_data524,0
0segment_data525,0
0segment_data526,0
0segment_data527,0
0segment_data528,0
0segment_data529,0
0segment_data530,0
0segment_data531,0
0segment_data532,0
0segment_data533,0
0segment_data534,0
0segment_data535,0
0segment_data536,0
0segment_data537,0
0segment_data538,0
0segment_data539,0
0segment_data540,0
0segment_data541,0
0segment_data542,0
0segment_data543,0
0segment_data544,0
0segment_data545,0
0segment_data546,0
0segment_data547,0
0segment_data548,0
0segment_data549,0
0segment_data550,0
0segment_data551,0
0segment_data552,0
0segment_data553,0
0segment_data554,0
0segment_data555,0
0segment_data556,0
0segment_data557,0
0segment_data558,0
0segment_data559,0
0segment_data560,0
0segment_data561,0
0segment_data562,0
0segment_data563,0
0segment_data564,0
0segment_data565,0
0segment_data566,0
0segment_data567,0
0segment_data568,0
0segment_data569,0
0segment_data570,0
0segment_data571,0
0segment_data572,0
0segment_data573,0
0segment_data574,0
0segment_data575,0
0segment_data576,0
0segment_data577,0
0segment_data578,0
0segment_data579,0
0segment_data580,0
0segment_data581,0
0segment_data582,0
0segment_data583,0
0segment_data584,0
0segment_data585,0
0segment_data586,0
0segment_data587,0
0segment_data588,0
0segment_data589,0
0segment_data590,0
0segment_data591,0
0segment_data592,0
0segment_data593,0
0segment_data594,0
0segment_data595,0
0segment_data596,0
0segment_data597,0
0segment_data598,0
0segment_data599,0
0segment_data600,0
0segment_data601,0
0segment_data602,0
0segment_data603,0
0segment_data604,0
0segment_data605,0
0segment_data606,0
0segment_data607,0
0segment_data608,0
0segment_data609,0
0segment_data610,0
0segment_data611,0
0segment_data612,0
0segment_data613,0
0segment_data614,0
0segment_data615,0
0segment_data616,0
0segment_data617,0
0segment_data618,0
0segment_data619,0
0segment_data620,0
0segment_data621,0
0segment_data622,0
0segment_data623,0
0segment_data624,0
0segment_data625,0
0segment_data626,0
0segment_data627,0
0segment_data628,0
0segment_data629,0
0segment_data630,0
0segment_data631,0
0segment_data632,0
0segment_data633,0
0segment_data634,0
0segment_data635,0
0segment_data636,0
0segment_data637,0
0segment_data638,0
0segment_data639,0
0segment_data640,0
0segment_data641,0
0segment_data642,0
0segment_data643,0
0segment_data644,0
0segment_data645,0
0segment_data646,0
0segment_data647,0
0segment_data648,0
0segment_data649,0
0segment_data650,0
0segment_data651,0
0segment_data652,0
0segment_data653,0
0segment_data654,0
0segment_data655,0
0segment_data656,0
0segment_data657,0
0segment_data658,0
0segment_data659,0
0segment_data660,0
0segment_data661,0
0segment_data662,0
0segment_data663,0
0segment_data664,0
0segment_data665,0
0segment_data666,0
0segment_data667,0
0segment_data668,0
0segment_data669,0
0segment_data670,0
0segment_data671,0
0segment_data672,0
0segment_data673,0
0segment_data674,0
0segment_data675,0
0segment_data676,0
0segment_data677,0
0segment_data678,0
0segment_data679,0
0segment_data680,0
0segment_data681,0
0segment_data682,0
0segment_data683,0
0segment_data684,0
0segment_data685,0
0segment_data686,0
0segment_data687,0
0segment_data688,0
0segment_data689,0
0segment_data690,0
0segment_data691,0
0segment_data692,0
0segment_data693,0
0segment_data694,0
0segment_data695,0
0segment_data696,0
0segment_data697,0
0segment_data698,0
0segment_data699,0
0segment_data700,0
0segment_data701,0
0segment_data702,0
0segment_data703,0
0segment_data704,0
0segment_data705,0
0segment_data706,0
0segment_data707,0
0segment_data708,0
0segment_data709,0
0segment_data710,0
0segment_data711,0
0segment_data712,0
0segment_data713,0
0segment_data714,0
0segment_data715,0
0segment_data716,0
0segment_data717,0
0segment_data718,0
0segment_data719,0
0segment_data720,0
0segment_data721,0
0segment_data722,0
0segment_data723,0
0segment_data724,0
0segment_data725,0
0segment_data726,0
0segment_data727,0
0segment_data728,0
0segment_data729,0
0segment_data730,0
0segment_data731,0
0segment_data732,0
0segment_data733,0
0segment_data734,0
0segment_data735,0
0segment_data736,0
0segment_data737,0
0segment_data738,0
0segment_data739,0
0segment_data740,0
0segment_data741,0
0segment_data742,0
0segment_data743,0
0segment_data744,0
0segment_data745,0
0segment_data746,0
0segment_data747,0
0segment_data748,0
0segment_data749,0
0segment_data750,0
0segment_data751,0
0segment_data752,0
0segment_data753,0
0segment_data754,0
0segment_data755,0
0segment_data756,0
0segment_data757,0
0segment_data758,0
0segment_data759,0
0segment_data760,0
0segment_data761,0
0segment_data762,0
0segment_data763,0
0segment_data764,0
0segment_data765,0
0segment_data766,0
0segment_data767,0
0segment_data768,0
0segment_data769,0
0segment_data770,0
0segment_data771,0
0segment_data772,0
0segment_data773,0
0segment_data774,0
0segment_data775,0
0segment_data776,0
0segment_data777,0
0segment_data778,0
0segment_data779,0
0segment_data780,0
0segment_data781,0
0segment_data782,0
0segment_data783,0
0segment_data784,0
0segment_data785,0
0segment_data786,0
0segment_data787,0
0segment_data788,0
0segment_data789,0
0segment_data790,0
0segment_data791,0
0segment_data792,0
0segment_data793,0
0segment_data794,0
0segment_data795,0
0segment_data796,0
0segment_data797,0
0segment_data798,0
0segment_data799,0
0segment_data800,0
0segment_data801,0
0segment_data802,0
0segment_data803,0
0segment_data804,0
0segment_data805,0
0segment_data806,0
0segment_data807,0
0segment_data808,0
0segment_data809,0
0segment_data810,0
0segment_data811,0
0segment_data812,0
0segment_data813,0
0segment_data814,0
0segment_data815,0
0segment_data816,0
0segment_data817,0
0segment_data818,0
0segment_data819,0
0segment_data820,0
0segment_data821,0
0segment_data822,0
0segment_data823,0
0segment_data824,0
0segment_data825,0
0segment_data826,0
0segment_data827,0
0segment_data828,0
0segment_data829,0
0segment_data830,0
0segment_data831,0
0segment_data832,0
0segment_data833,0
0segment_data834,0
0segment_data835,0
0segment_data836,0
0segment_data837,0
0segment_data838,0
0segment_data839,0
0segment_data840,0
0segment_data841,0
0segment_data842,0
0segment_data843,0
0segment_data844,0
0segment_data845,0
0segment_data846,0
0segment_data847,0
0segment_data848,0
0segment_data849,0
0segment_data850,0
0segment_data851,0
0segment_data852,0
0segment_data853,0
0segment_data854,0
0segment_data855,0
0segment_data856,0
0segment_data857,0
0segment_data858,0
0segment_data859,0
0segment_data860,0
0segment_data861,0
0segment_data862,0
0segment_data863,0
0segment_data864,0
0segment_data865,0
0segment_data866,0
0segment_data867,0
0segment_data868,0
0segment_data869,0
0segment_data870,0
0segment_data871,0
0segment_data872,0
0segment_data873,0
0segment_data874,0
0segment_data875,0
0segment_data876,0
0segment_data877,0
0segment_data878,0
0segment_data879,0
0segment_data880,0
0segment_data881,0
0segment_data882,0
0segment_data883,0
0segment_data884,0
0segment_data885,0
0segment_data886,0
0segment_data887,0
0segment_data888,0
0segment_data889,0
0segment_data890,0
0segment_data891,0
0segment_data892,0
0segment_data893,0
0segment_data894,0
0segment_data895,0
0segment_data896,0
0segment_data897,0
0segment_data898,0
0segment_data899,0
0segment_data900,0
0segment_data901,0
0segment_data902,0
0segment_data903,0
0segment_data904,0
0segment_data905,0
0segment_data906,0
0segment_data907,0
0segment_data908,0
0segment_data909,0
0segment_data910,0
0segment_data911,0
0segment_data912,0
0segment_data913,0
0segment_data914,0
0segment_data915,0
0segment_data916,0
0segment_data917,0
0segment_data918,0
0segment_data919,0
0segment_data920,0
0segment_data921,0
0segment_data922,0
0segment_data923,0
0segment_data924,0
0segment_data925,0
0segment_data926,0
0segment_data927,0
0segment_data928,0
0segment_data929,0
0segment_data930,0
0segment_data931,0
0segment_data932,0
0segment_data933,0
0segment_data934,0
0segment_data935,0
0segment_data936,0
0segment_data937,0
0segment_data938,0
0segment_data939,0
0segment_data940,0
0segment_data941,0
0segment_data942,0
0segment_data943,0
0segment_data944,0
0segment_data945,0
0segment_data946,0
0segment_data947,0
0segment_data948,0
0segment_data949,0
0segment_data950,0
0segment_data951,0
0segment_data952,0
0segment_data953,0
0segment_data954,0
0segment_data955,0
0segment_data956,0
0segment_data957,0
0segment_data958,0
0segment_data959,0
0segment_data960,0
0segment_data961,0
0segment_data962,0
0segment_data963,0
0segment_data964,0
0segment_data965,0
0segment_data966,0
0segment_data967,0
0segment_data968,0
0segment_data969,0
0segment_data970,0
0segment_data971,0
0segment_data972,0
0segment_data973,0
0segment_data974,0
0segment_data975,0
0segment_data976,0
0segment_data977,0
0segment_data978,0
0segment_data979,0
0segment_data980,0
0segment_data981,0
0segment_data982,0
0segment_data983,0
0segment_data984,0
0segment_data985,0
0segment_data986,0
0segment_data987,0
0segment_data988,0
0segment_data989,0
0segment_data990,0
0segment_data991,0
0segment_data992,0
0segment_data993,0
0segment_data994,0
0segment_data995,0
0segment_data996,0
0segment_data997,0
0segment_data998,0
0segment_data999,0
0segment_data1000,0
0segment_data1001,0
0segment_data1002,0
0segment_data1003,0
0segment_data1004,0
0segment_data1005,0
0segment_data1006,0
0segment_data1007,0
0segment_data1008,0
0segment_data1009,0
0segment_data1010,0
0segment_data1011,0
0segment_data1012,0
0segment_data1013,0
0segment_data1014,0
0segment_data1015,0
0segment_data1016,0
0segment_data1017,0
0segment_data1018,0
0segment_data1019,0
0segment_data1020,0
0segment_data1021,0
0segment_data1022,0
0segment_data1023,0
0segment_data1024,0
0segment_data1025,0
0segment_data1026,0
0segment_data1027,0
0segment_data1028,0
0segment_data1029,0
0segment_data1030,0
0segment_data1031,0
0segment_data1032,0
0segment_data1033,0
0segment_data1034,0
0segment_data1035,0
0segment_data1036,0
0segment_data1037,0
0segment_data1038,0
0segment_data1039,0
0segment_data1040,0
0segment_data1041,0
0segment_data1042,0
0segment_data1043,0
0segment_data1044,0
0segment_data1045,0
0segment_data1046,0
0segment_data1047,0
0segment_data1048,0
0segment_data1049,0
0segment_data1050,0
0segment_data1051,0
0segment_data1052,0
0segment_data1053,0
0segment_data1054,0
0segment_data1055,0
0segment_data1056,0
0segment_data1057,0
0segment_data1058,0
0segment_data1059,0
0segment_data1060,0
0segment_data1061,0
0segment_data1062,0
0segment_data1063,0
0segment_data1064,0
0segment_data1065,0
0segment_data1066,0
0segment_data1067,0
0segment_data1068,0
0segment_data1069,0
0segment_data1070,0
0segment_data1071,0
0segment_data1072,0
0segment_data1073,0
0segment_data1074,0
0segment_data1075,0
0segment_data1076,0
0segment_data1077,0
0segment_data1078,0
0segment_data1079,0
0segment_data1080,0
0segment_data1081,0
0segment_data1082,0
0segment_data1083,0
0segment_data1084,0
0segment_data1085,0
0segment_data1086,0
0segment_data1087,0
0segment_data1088,0
0segment_data1089,0
0segment_data1090,0
0segment_data1091,0
0segment_data1092,0
0segment_data1093,0
0segment_data1094,0
0segment_data1095,0
0segment_data1096,0
0segment_data1097,0
0segment_data1098,0
0segment_data1099,0
0segment_data1100,0
0segment_data1101,0
0segment_data1102,0
0segment_data1103,0
0segment_data1104,0
0segment_data1105,0
0segment_data1106,0
0segment_data1107,0
0segment_data1108,0
0segment_data1109,0
0segment_data1110,0
0segment_data1111,0
0segment_data1112,0
0segment_data1113,0
0segment_data1114,0
0segment_data1115,0
0segment_data1116,0
0segment_data1117,0
0segment_data1118,0
0segment_data1119,0
0segment_data1120,0
0segment_data1121,0
0segment_data1122,0
0segment_data1123,0
0segment_data1124,0
0segment_data1125,0
0segment_data1126,0
0segment_data1127,0
0segment_data1128,0
0segment_data1129,0
0segment_data1130,0
0segment_data1131,0
0segment_data1132,0
0segment_data1133,0
0segment_data1134,0
0segment_data1135,0
0segment_data1136,0
0segment_data1137,0
0segment_data1138,0
0segment_data1139,0
0segment_data1140,0
0segment_data1141,0
0segment_data1142,0
0segment_data1143,0
0segment_data1144,0
0segment_data1145,0
0segment_data1146,0
0segment_data1147,0
0segment_data1148,0
0segment_data1149,0
0segment_data1150,0
0segment_data1151,0
0segment_data1152,0
0segment_data1153,0
0segment_data1154,0
0segment_data1155,0
0segment_data1156,0
0segment_data1157,0
0segment_data1158,0
0segment_data1159,0
0segment_data1160,0
0segment_data1161,0
0segment_data1162,0
0segment_data1163,0
0segment_data1164,0
0segment_data1165,0
0segment_data1166,0
0segment_data1167,0
0segment_data1168,0
0segment_data1169,0
0segment_data1170,0
0segment_data1171,0
0segment_data1172,0
0segment_data1173,0
0segment_data1174,0
0segment_data1175,0
0segment_data1176,0
0segment_data1177,0
0segment_data1178,0
0segment_data1179,0
0segment_data1180,0
0segment_data1181,0
0segment_data1182,0
0segment_data1183,0
0segment_data1184,0
0segment_data1185,0
0segment_data1186,0
0segment_data1187,0
0segment_data1188,0
0segment_data1189,0
0segment_data1190,0
0segment_data1191,0
0segment_data1192,0
0segment_data1193,0
0segment_data1194,0
0segment_data1195,0
0segment_data1196,0
0segment_data1197,0
0segment_data1198,0
0segment_data1199,0
0segment_data1200,0
0segment_data1201,0
0segment_data1202,0
0segment_data1203,0
0segment_data1204,0
0segment_data1205,0
0segment_data1206,0
0segment_data1207,0
0segment_data1208,0
0segment_data1209,0
0segment_data1210,0
0segment_data1211,0
0segment_data1212,0
0segment_data1213,0
0segment_data1214,0
0segment_data1215,0
0segment_data1216,0
0segment_data1217,0
0segment_data1218,0
0segment_data1219,0
0segment_data1220,0
0segment_data1221,0
0segment_data1222,0
0segment_data1223,0
0segment_data1224,0
0segment_data1225,0
0segment_data1226,0
0segment_data1227,0
0segment_data1228,0
0segment_data1229,0
0segment_data1230,0
0segment_data1231,0
0segment_data1232,0
0segment_data1233,0
0segment_data1234,0
0segment_data1235,0
0segment_data1236,0
0segment_data1237,0
0segment_data1238,0
0segment_data1239,0
0segment_data1240,0
0segment_data1241,0
0segment_data1242,0
0segment_data1243,0
0segment_data1244,0
0segment_data1245,0
0segment_data1246,0
0segment_data1247,0
0segment_data1248,0
0segment_data1249,0
0segment_data1250,0
0segment_data1251,0
0segment_data1252,0
0segment_data1253,0
0segment_data1254,0
0segment_data1255,0
0segment_data1256,0
0segment_data1257,0
0segment_data1258,0
0segment_data1259,0
0segment_data1260,0
0segment_data1261,0
0segment_data1262,0
0segment_data1263,0
0segment_data1264,0
0segment_data1265,0
0segment_data1266,0
0segment_data1267,0
0segment_data1268,0
0segment_data1269,0
0segment_data1270,0
0segment_data1271,0
0segment_data1272,0
0segment_data1273,0
0segment_data1274,0
0segment_data1275,0
0segment_data1276,0
0segment_data1277,0
0segment_data1278,0
0segment_data1279,0
0segment_data1280,0
0segment_data1281,0
0segment_data1282,0
0segment_data1283,0
0segment_data1284,0
0segment_data1285,0
0segment_data1286,0
0segment_data1287,0
0segment_data1288,0
0segment_data1289,0
0segment_data1290,0
0segment_data1291,0
0segment_data1292,0
0segment_data1293,0
0segment_data1294,0
0segment_data1295,0
0segment_data1296,0
0segment_data1297,0
0segment_data1298,0
0segment_data1299,0
0segment_data1300,0
0segment_data1301,0
0segment_data1302,0
0segment_data1303,0
0segment_data1304,0
0segment_data1305,0
0segment_data1306,0
0segment_data1307,0
0segment_data1308,0
0segment_data1309,0
0segment_data1310,0
0segment_data1311,0
0segment_data1312,0
0segment_data1313,0
0segment_data1314,0
0segment_data1315,0
0segment_data1316,0
0segment_data1317,0
0segment_data1318,0
0segment_data1319,0
0segment_data1320,0
0segment_data1321,0
0segment_data1322,0
0segment_data1323,0
0segment_data1324,0
0segment_data1325,0
0segment_data1326,0
0segment_data1327,0
0segment_data1328,0
0segment_data1329,0
0segment_data1330,0
0segment_data1331,0
0segment_data1332,0
0segment_data1333,0
0segment_data1334,0
0segment_data1335,0
0segment_data1336,0
0segment_data1337,0
0segment_data1338,0
0segment_data1339,0
0segment_data1340,0
0segment_data1341,0
0segment_data1342,0
0segment_data1343,0
0segment_data1344,0
0segment_data1345,0
0segment_data1346,0
0segment_data1347,0
0segment_data1348,0
0segment_data1349,0
0segment_data1350,0
0segment_data1351,0
0segment_data1352,0
0segment_data1353,0
0segment_data1354,0
0segment_data1355,0
0segment_data1356,0
0segment_data1357,0
0segment_data1358,0
0segment_data1359,0
0segment_data1360,0
0segment_data1361,0
0segment_data1362,0
0segment_data1363,0
0segment_data1364,0
0segment_data1365,0
0segment_data1366,0
0segment_data1367,0
0segment_data1368,0
0segment_data1369,0
0segment_data1370,0
0segment_data1371,0
0segment_data1372,0
0segment_data1373,0
0segment_data1374,0
0segment_data1375,0
0segment_data1376,0
0segment_data1377,0
0segment_data1378,0
0segment_data1379,0
0segment_data1380,0
0segment_data1381,0
0segment_data1382,0
0segment_data1383,0
0segment_data1384,0
0segment_data1385,0
0segment_data1386,0
0segment_data1387,0
0segment_data1388,0
0segment_data1389,0
0segment_data1390,0
0segment_data1391,0
0segment_data1392,0
0segment_data1393,0
0segment_data1394,0
0segment_data1395,0
0segment_data1396,0
0segment_data1397,0
0segment_data1398,0
0segment_data1399,0
0segment_data1400,0
0segment_data1401,0
0segment_data1402,0
0segment_data1403,0
0segment_data1404,0
0segment_data1405,0
0segment_data1406,0
0segment_data1407,0
0segment_data1408,0
0segment_data1409,0
0segment_data1410,0
0segment_data1411,0
0segment_data1412,0
0segment_data1413,0
0segment_data1414,0
0segment_data1415,0
0segment_data1416,0
0segment_data1417,0
0segment_data1418,0
0segment_data1419,0
0segment_data1420,0
0segment_data1421,0
0segment_data1422,0
0segment_data1423,0
0segment_data1424,0
0segment_data1425,0
0segment_data1426,0
0segment_data1427,0
0segment_data1428,0
0segment_data1429,0
0segment_data1430,0
0segment_data1431,0
0segment_data1432,0
0segment_data1433,0
0segment_data1434,0
0segment_data1435,0
0segment_data1436,0
0segment_data1437,0
0segment_data1438,0
0segment_data1439,0
0segment_data1440,0
0segment_data1441,0
0segment_data1442,0
0segment_data1443,0
0segment_data1444,0
0segment_data1445,0
0segment_data1446,0
0segment_data1447,0
0segment_data1448,0
0segment_data1449,0
0segment_data1450,0
0segment_data1451,0
0segment_data1452,0
0segment_data1453,0
0segment_data1454,0
0segment_data1455,0
0segment_data1456,0
0segment_data1457,0
0segment_data1458,0
0segment_data1459,0
0segment_data1460,0
0segment_data1461,0
0segment_data1462,0
0segment_data1463,0
0segment_data1464,0
0segment_data1465,0
0segment_data1466,0
0segment_data1467,0
0segment_data1468,0
0segment_data1469,0
0segment_data1470,0
0segment_data1471,0
0segment_data1472,0
0segment_data1473,0
0segment_data1474,0
0segment_data1475,0
0segment_data1476,0
0segment_data1477,0
0segment_data1478,0
0segment_data1479,0
0segment_data1480,0
0segment_data1481,0
0segment_data1482,0
0segment_data1483,0
0segment_data1484,0
0segment_data1485,0
0segment_data1486,0
0segment_data1487,0
0segment_data1488,0
0segment_data1489,0
0segment_data1490,0
0segment_data1491,0
0segment_data1492,0
0segment_data1493,0
0segment_data1494,0
0segment_data1495,0
0segment_data1496,0
0segment_data1497,0
0segment_data1498,0
